n,p,noise_sigma,itr,dim,add_var,sum_var,deflation,method,elapsed_time
100,200,0.1,31,4,0.999275878452058,3.9810420167911,HD,CCA,0.127709292
100,200,0.1,31,5,0.997547246728341,4.97858926351944,HD,CCA,0.127709292
100,200,0.1,32,1,0.992554708450397,0.992554708450397,HD,CCA,0.098445292
100,200,0.1,32,2,0.996852159139178,1.98940686758957,HD,CCA,0.098445292
100,200,0.1,32,3,0.99771503807185,2.98712190566142,HD,CCA,0.098445292
100,200,0.1,32,4,0.995499430704958,3.98262133636638,HD,CCA,0.098445292
100,200,0.1,32,5,0.999266417942671,4.98188775430905,HD,CCA,0.098445292
100,200,0.1,33,1,0.998306316164893,0.998306316164893,HD,CCA,0.092764542
100,200,0.1,33,2,0.993575286450563,1.99188160261546,HD,CCA,0.092764542
100,200,0.1,33,3,0.998094046960567,2.98997564957602,HD,CCA,0.092764542
100,200,0.1,33,4,0.998754725814867,3.98873037539089,HD,CCA,0.092764542
100,200,0.1,33,5,0.997855588980563,4.98658596437145,HD,CCA,0.092764542
100,200,0.1,34,1,0.994378717633259,0.994378717633259,HD,CCA,0.089651084
100,200,0.1,34,2,0.999028415655008,1.99340713328827,HD,CCA,0.089651084
100,200,0.1,34,3,0.998371942100381,2.99177907538865,HD,CCA,0.089651084
100,200,0.1,34,4,0.998813638475204,3.99059271386385,HD,CCA,0.089651084
100,200,0.1,34,5,0.998597543402748,4.9891902572666,HD,CCA,0.089651084
100,200,0.1,35,1,0.998999685104695,0.998999685104695,HD,CCA,0.08104875
100,200,0.1,35,2,0.9965877246775,1.99558740978219,HD,CCA,0.08104875
100,200,0.1,35,3,0.996224462754329,2.99181187253652,HD,CCA,0.08104875
100,200,0.1,35,4,0.999018270008627,3.99083014254515,HD,CCA,0.08104875
100,200,0.1,35,5,0.999873521055133,4.99070366360028,HD,CCA,0.08104875
100,200,0.1,36,1,0.995505671326638,0.995505671326638,HD,CCA,0.096569958
100,200,0.1,36,2,0.993043436537507,1.98854910786415,HD,CCA,0.096569958
